publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p714173,,2018-09-22T05:51:51.700Z,2018-09-22T05:59:53.435Z,177.3272324,-37.50065278,2.429084095,51.875,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.5293979782,235.2404177,1.3166061,0
2018p714140,,2018-09-22T05:35:12.486Z,2018-09-22T08:39:18.735Z,175.6527846,-38.97739776,2.082908337,87.03125,M,,NonLinLoc,,automatic,nz3drx,37,37,15,0.1219415217,107.4325337,0.9918844919,0
2018p714041,earthquake,2018-09-22T04:41:24.392Z,2018-09-22T05:27:43.242Z,175.97531,-38.86055195,1.575394366,19.53125,M,,NonLinLoc,confirmed,manual,nz3drx,20,13,7,0.1587057523,165.6346084,0.4251619354,0
2018p713991,earthquake,2018-09-22T04:15:15.670Z,2018-09-22T05:26:01.426Z,175.7139442,-38.98676898,0.8225982253,16.953125,M,,NonLinLoc,confirmed,manual,nz3drx,15,8,2,0.01758998878,240.2156314,0.35552378,0
2018p713980,,2018-09-22T04:08:54.517Z,2018-09-22T08:25:38.014Z,178.1879596,-39.03145161,2.068020947,22.34375,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.2547266203,236.5526102,0.4252013304,0
2018p713963,,2018-09-22T03:59:49.501Z,2018-09-22T08:33:46.259Z,175.9417304,-40.08816423,2.243825976,49.0625,M,,NonLinLoc,,automatic,nz3drx,26,26,14,0.03196158819,97.21227943,1.419407879,0
2018p713962,,2018-09-22T03:59:19.351Z,2018-09-22T04:01:39.175Z,177.4799489,-37.84196125,2.882190266,64.0625,M,,NonLinLoc,,automatic,nz3drx,34,34,20,0.1935974208,153.4009841,1.402284728,0
2018p713910,,2018-09-22T03:31:32.640Z,2018-09-22T03:32:30.279Z,176.2820126,-40.32674381,1.159537564,27.03125,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.09131334625,79.27441627,0.586931981,0
2018p713814,,2018-09-22T02:40:12.884Z,2018-09-22T02:42:28.761Z,176.1408152,-40.2925102,2.30203685,5.46875,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.0205735669,127.3568607,1.86379581,0
2018p713812,,2018-09-22T02:39:25.705Z,2018-09-22T02:40:56.152Z,177.8694279,-38.2421674,1.879516697,9.21875,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1115643157,163.0243,0.7211679248,0
2018p713809,,2018-09-22T02:38:01.771Z,2018-09-22T02:40:16.354Z,177.5384992,-37.72048992,2.611200426,66.875,M,,NonLinLoc,,automatic,nz3drx,22,22,8,0.2632017394,208.0671202,1.712394213,0
2018p713545,,2018-09-22T00:17:07.386Z,2018-09-22T00:19:13.345Z,174.2861172,-41.6957713,2.73671867,16.953125,M,,NonLinLoc,,automatic,nz3drx,30,30,16,0.07745026916,136.0677901,0.7348892218,0
2018p713511,,2018-09-21T23:58:47.162Z,2018-09-22T00:00:06.226Z,175.3598244,-40.88355735,1.621939721,23.515625,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1561146771,103.1085337,0.1209923222,0
2018p713478,earthquake,2018-09-21T23:42:22.548Z,2018-09-22T00:52:40.919Z,175.5942298,-39.32866966,1.566602557,14.7265625,M,,NonLinLoc,confirmed,manual,nz3drx,33,23,14,0.002915037058,104.7857478,0.2596459641,0
2018p713414,,2018-09-21T23:06:59.686Z,2018-09-21T23:09:05.446Z,173.4443766,-42.54971303,2.421354724,15.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.1511575292,165.7853781,0.7743578245,0
2018p713246,,2018-09-21T21:37:59.013Z,2018-09-21T21:40:30.794Z,172.7765255,-41.27496817,2.376064902,110.9375,M,,NonLinLoc,,automatic,nz3drx,24,24,8,0.1247482175,100.2490642,0.8220232643,0
2018p713189,,2018-09-21T21:07:09.651Z,2018-09-21T21:09:16.574Z,173.8645927,-40.94505023,2.137849969,56.09375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.14832621,86.9995441,0.4919157741,0
2018p713164,earthquake,2018-09-21T20:54:10.336Z,2018-09-22T00:59:04.781Z,176.5785065,-39.92578125,3.139303107,32.90222931,M,,LOCSAT,confirmed,manual,iasp91,28,19,77,0.1742430627,56.97895813,0.500429873,0
2018p713044,,2018-09-21T19:50:24.385Z,2018-09-21T20:02:10.689Z,176.8526571,-39.16151789,2.006651768,23.984375,M,,NonLinLoc,,automatic,nz3drx,21,21,11,0.07111236097,59.38962731,0.6049109684,0
2018p712939,,2018-09-21T18:54:18.944Z,2018-09-21T18:56:37.600Z,173.5721614,-40.59092093,2.097418461,75.3125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.3377856346,157.9269206,0.6201412542,0
2018p712932,,2018-09-21T18:50:37.695Z,2018-09-21T18:51:44.813Z,176.8768735,-39.68967289,1.331955043,22.8125,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1063367214,103.6873085,0.3103178555,0
2018p712922,,2018-09-21T18:45:16.217Z,2018-09-21T18:46:41.547Z,176.8843548,-39.67573474,1.730408178,22.578125,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1207027623,101.2909263,0.4529012231,0
2018p712820,,2018-09-21T17:50:41.401Z,2018-09-21T17:52:44.816Z,176.4405285,-39.67814816,1.676579387,23.28125,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.06258171438,119.3004733,0.3890597191,0
2018p712812,earthquake,2018-09-21T17:46:34.705Z,2018-09-21T20:02:26.706Z,175.6054222,-39.3465169,0.9244146403,12.3828125,M,,NonLinLoc,confirmed,manual,nz3drx,21,13,6,0.01856434823,130.4381577,0.2529023662,0
2018p712800,,2018-09-21T17:41:01.800Z,2018-09-21T17:44:10.230Z,177.7806624,-37.87460829,2.651703719,51.875,M,,NonLinLoc,,automatic,nz3drx,25,25,13,0.1250668956,206.8867561,1.491046101,0
2018p712794,earthquake,2018-09-21T17:37:07.675Z,2018-09-21T20:01:27.413Z,175.6014494,-39.33055647,0.9493538723,14.0234375,M,,NonLinLoc,confirmed,manual,nz3drx,26,16,6,0.003206165729,117.4188706,0.2670753169,0
2018p712770,,2018-09-21T17:24:05.448Z,2018-09-21T17:25:48.975Z,174.2684003,-41.69024632,2.012504566,13.671875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.073299348,144.7018054,0.310279136,0
2018p712698,,2018-09-21T16:45:36.494Z,2018-09-21T16:49:01.724Z,173.4013132,-42.50674222,2.562050078,18.59375,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.1365536305,143.361022,1.009824447,0
2018p712688,,2018-09-21T16:40:18.769Z,2018-09-21T16:43:55.703Z,173.4833643,-42.50244625,2.918778712,28.90625,M,,NonLinLoc,,automatic,nz3drx,39,39,19,0.09590154002,139.3746566,1.066338233,0
2018p712684,earthquake,2018-09-21T16:38:51.070Z,2018-09-21T20:03:45.414Z,175.6546437,-39.29841075,0.7147924335,20.234375,M,,NonLinLoc,confirmed,manual,nz3drx,17,11,6,0.05278766052,133.1100091,0.2797135843,0
2018p712679,earthquake,2018-09-21T16:36:05.430Z,2018-09-21T20:06:09.389Z,175.7550717,-39.25728344,0.8244663665,12.96875,M,,NonLinLoc,confirmed,manual,nz3drx,11,8,3,0.07952888605,275.9572992,0.3539763127,0
2018p712638,,2018-09-21T16:13:45.765Z,2018-09-21T16:15:45.537Z,176.3195,-39.27112093,1.545976489,43.90625,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1699597749,92.3241934,0.4020191919,0
2018p712604,,2018-09-21T15:56:18.672Z,2018-09-21T15:58:10.986Z,175.6927409,-39.27956213,1.050865905,15.078125,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.03137485557,85.29081182,0.3821865037,0
2018p712581,,2018-09-21T15:43:34.136Z,2018-09-21T15:45:22.273Z,174.4305037,-41.72253027,1.820963073,28.90625,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.164389419,160.2425372,0.4901028502,0
2018p712501,,2018-09-21T15:00:52.599Z,2018-09-21T15:02:56.560Z,176.2310806,-39.67514828,1.654028912,24.21875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1121902698,97.68517604,0.3621338559,0
2018p712475,earthquake,2018-09-21T14:46:55.740Z,2018-09-22T00:52:39.621Z,177.1457672,-39.20801926,3.322984667,31.997612,M,,LOCSAT,confirmed,manual,iasp91,33,23,61,0.1287373006,101.7762451,0.4431949254,0
2018p712459,,2018-09-21T14:38:35.887Z,2018-09-21T14:40:31.487Z,173.8947196,-40.22679741,2.659263948,71.5625,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.5766604238,182.3844653,0.7556982165,0
2018p712433,,2018-09-21T14:24:52.322Z,2018-09-21T14:27:00.715Z,177.0098685,-38.31729944,1.856398732,93.125,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.09932332369,118.9117012,1.441192264,0
2018p712376,,2018-09-21T13:54:09.218Z,2018-09-21T13:55:43.495Z,175.1079107,-41.26129499,1.57499719,24.453125,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.1548949872,68.97800287,0.2055803866,0
2018p712367,,2018-09-21T13:49:42.307Z,2018-09-21T13:52:09.748Z,176.5615856,-41.57003157,2.2527569,48.125,M,,NonLinLoc,,automatic,nz3drx,18,18,5,0.8638461196,244.7464591,1.405285064,0
2018p712350,,2018-09-21T13:40:21.543Z,2018-09-21T13:57:34.557Z,174.3153615,-39.74228631,2.163536646,175.625,M,,NonLinLoc,,automatic,nz3drx,22,22,7,0.514683559,120.1099843,1.711440504,0
2018p712326,,2018-09-21T13:27:31.135Z,2018-09-21T14:00:33.470Z,176.2301964,-38.44995493,2.58600425,140.9375,M,,NonLinLoc,,automatic,nz3drx,60,60,25,0.4057349814,104.8029088,1.533153428,0
2018p712182,,2018-09-21T12:10:52.159Z,2018-09-21T12:12:10.244Z,175.8966037,-39.36828577,1.211791118,31.71875,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1192070179,122.4119806,0.3935556782,0
2018p712162,earthquake,2018-09-21T11:59:56.964Z,2018-09-22T00:49:31.618Z,167.5690765,-45.12135696,3.098236617,109.7613983,M,,LOCSAT,confirmed,manual,iasp91,17,11,6,0.4590533972,189.5979156,0.7570302526,0
2018p712139,,2018-09-21T11:48:08.435Z,2018-09-21T11:50:19.850Z,174.8028071,-40.56594938,2.082242721,41.09375,M,,NonLinLoc,,automatic,nz3drx,22,22,11,0.3059195553,84.75719244,0.4947216694,0
2018p712106,,2018-09-21T11:30:16.394Z,2018-09-21T12:09:16.711Z,176.6874913,-37.9307074,2.569649628,120.3125,M,,NonLinLoc,,automatic,nz3drx,66,66,24,0.05743684841,124.3421489,1.670881343,0
2018p712031,earthquake,2018-09-21T10:50:31.129Z,2018-09-21T19:56:11.625Z,175.741339,-39.41775363,0.7743408772,14.609375,M,,NonLinLoc,confirmed,manual,nz3drx,17,10,4,0.01311035402,264.3480629,0.3142551524,0
2018p712024,,2018-09-21T10:46:55.198Z,2018-09-21T10:49:54.165Z,178.5126658,-38.3469296,1.871228504,28.4375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.2836383531,273.4798619,0.9684714238,0
2018p711940,,2018-09-21T10:01:38.080Z,2018-09-21T10:03:03.561Z,174.1680704,-41.5763558,1.566109177,28.4375,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1772043325,90.68963576,0.5141890104,0
2018p711881,,2018-09-21T09:30:21.648Z,2018-09-21T10:17:00.952Z,177.5625369,-38.98905072,1.973281618,40.15625,M,,NonLinLoc,,automatic,nz3drx,28,28,14,0.09085583201,107.5175892,0.6082387401,0
2018p711848,,2018-09-21T09:12:46.847Z,2018-09-21T09:15:18.577Z,177.7058234,-39.16833598,1.951405177,39.6875,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1459213666,147.875746,1.106425092,0
2018p711721,,2018-09-21T08:05:10.257Z,2018-09-21T09:39:42.753Z,172.1329399,-43.61799496,2.447076503,9.921875,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.3008043784,98.38369734,0.5848077486,0
2018p711654,earthquake,2018-09-21T07:29:43.600Z,2018-09-21T08:40:09.612Z,176.1160101,-38.62064271,1.200212186,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,14,9,6,0.1342405134,84.10846226,0.3523061401,0
2018p711609,earthquake,2018-09-21T07:06:11.151Z,2018-09-21T08:38:02.804Z,175.366342,-39.14081623,0.6474741418,10.0390625,M,,NonLinLoc,confirmed,manual,nz3drx,16,8,5,0.08921906968,212.5830173,0.3242221966,0
2018p711584,,2018-09-21T06:52:10.182Z,2018-09-21T06:53:21.653Z,176.5225054,-38.84145744,1.391063887,11.796875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.0822368525,114.2788288,0.2221150845,0
2018p711547,earthquake,2018-09-21T06:32:40.832Z,2018-09-22T00:44:00.949Z,172.7344666,-41.23607635,3.742820957,135.0994568,M,,LOCSAT,confirmed,manual,iasp91,30,24,66,0.1637432426,105.5457611,0.5683466399,0
2018p711468,,2018-09-21T05:50:10.959Z,2018-09-21T09:14:26.457Z,170.5916642,-43.58406882,2.357439215,5.234375,M,,NonLinLoc,,automatic,nz3drx,18,18,4,0.3345782212,48.1424975,0.8632196626,0
2018p711422,,2018-09-21T05:25:42.938Z,2018-09-21T05:27:54.190Z,174.3293585,-41.48601204,1.98385538,19.53125,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.2762058442,139.0060879,0.2785825531,0
2018p711248,earthquake,2018-09-21T03:53:18.884Z,2018-09-21T05:34:23.310Z,174.5290222,-41.45095444,3.711981404,39.03251266,M,,LOCSAT,confirmed,manual,iasp91,48,30,93,0.2453887165,114.6591797,0.5503940252,0
2018p711241,,2018-09-21T03:49:18.281Z,2018-09-21T03:51:26.103Z,173.951382,-40.25185812,2.755466331,85.625,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.552192719,176.2163057,1.354778161,0
2018p711239,outside of network interest,2018-09-21T03:48:23.550Z,2018-09-21T05:55:27.642Z,173.638528,-40.63295321,3.513059622,19.0625,M,,NonLinLoc,,automatic,nz3drx,12,12,10,0.2724209406,256.6927778,1.319764906,0
2018p711232,,2018-09-21T03:45:20.201Z,2018-09-21T03:47:38.592Z,176.2122651,-37.89264156,2.716324319,115.625,M,,NonLinLoc,,automatic,nz3drx,20,20,14,0.1309531696,119.5793778,1.660526288,0
2018p711149,,2018-09-21T03:00:12.749Z,2018-09-21T03:02:39.880Z,176.1788229,-38.7917662,1.928178054,106.25,M,,NonLinLoc,,automatic,nz3drx,20,20,8,0.4402111056,149.8311069,1.677367833,0
2018p711073,,2018-09-21T02:19:47.931Z,2018-09-21T07:38:47.453Z,168.2560474,-44.48518817,2.207827864,5.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,3,0.2932950403,171.2904541,1.733393066,0
2018p710910,,2018-09-21T00:53:00.902Z,2018-09-21T00:55:51.159Z,173.4664452,-40.41419984,2.628522025,161.5625,M,,NonLinLoc,,automatic,nz3drx,34,34,14,0.5180214471,172.031473,1.354766054,0
2018p710854,,2018-09-21T00:23:03.102Z,2018-09-21T00:25:15.473Z,174.4415123,-40.12143726,2.20744242,29.84375,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.5591621034,94.81853277,0.8338820276,0
2018p710800,,2018-09-20T23:54:36.933Z,2018-09-20T23:56:54.811Z,176.4307644,-38.34278483,2.109604403,110.9375,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.2930986159,186.5284085,1.524607659,0
2018p710626,,2018-09-20T22:21:43.300Z,2018-09-20T22:23:24.613Z,177.0499569,-39.40997151,1.872705813,17.65625,M,,NonLinLoc,,automatic,nz3drx,23,23,13,0.1510000121,125.4359899,0.6471065782,0
2018p710567,,2018-09-20T21:50:28.591Z,2018-09-20T21:52:22.669Z,174.3702592,-40.70149858,2.104996683,47.1875,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.3564630221,84.83963746,0.9070761359,0
2018p710543,,2018-09-20T21:37:25.087Z,2018-09-20T21:39:18.573Z,173.550257,-42.20400242,2.20441677,27.03125,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.2121768799,134.9190335,0.5346107299,0
2018p710520,earthquake,2018-09-20T21:25:30.179Z,2018-09-20T21:36:35.939Z,174.4893646,-40.02002335,3.176215343,90.04650116,M,,LOCSAT,confirmed,manual,iasp91,66,56,84,0.4647563696,86.1137085,0.4382446753,0
2018p710464,,2018-09-20T20:55:18.544Z,2018-09-20T20:57:16.139Z,174.344161,-40.04343955,2.515076041,68.75,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.7564438021,129.6093161,0.9650307118,0
2018p710426,,2018-09-20T20:35:20.705Z,2018-09-20T20:37:07.385Z,176.377688,-38.08445717,2.449285756,70.625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.3188206049,134.7917143,1.4145385,0
2018p710408,,2018-09-20T20:25:45.492Z,2018-09-20T20:27:04.776Z,175.2446957,-40.94683765,1.916797869,23.046875,M,,NonLinLoc,,automatic,nz3drx,16,16,11,0.1390058792,48.93210026,0.3191887533,0
2018p710351,,2018-09-20T19:55:18.960Z,2018-09-20T19:56:51.601Z,176.6928705,-39.78243558,1.859864579,38.28125,M,,NonLinLoc,,automatic,nz3drx,18,18,9,0.1407660347,69.22448209,0.5706963822,0
2018p710336,,2018-09-20T19:47:26.515Z,2018-09-20T19:49:34.785Z,173.9635241,-41.82561673,1.85640689,21.40625,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.1264458637,140.2216493,0.5823721026,0
2018p710138,,2018-09-20T18:01:32.719Z,2018-09-20T18:08:33.537Z,173.2631947,-42.50941256,2.437499201,23.28125,M,,NonLinLoc,,automatic,nz3drx,28,28,11,0.2242420813,121.6885311,0.8437847152,0
2018p710018,,2018-09-20T16:58:03.262Z,2018-09-20T16:59:50.497Z,175.8573441,-40.63327127,1.554111183,24.921875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.1174626008,83.65485644,0.2920140505,0
2018p709942,,2018-09-20T16:17:21.272Z,2018-09-20T16:19:30.328Z,175.2456819,-40.93936301,2.18051617,25.15625,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.132513296,57.07829663,0.2864768097,0
2018p709886,,2018-09-20T15:47:36.073Z,2018-09-20T15:49:30.660Z,177.4653523,-39.04189557,2.205790842,19.765625,M,,NonLinLoc,,automatic,nz3drx,27,27,17,0.1632294602,99.61752224,0.4380786605,0
2018p709878,,2018-09-20T15:43:05.738Z,2018-09-20T15:44:20.970Z,172.3049494,-43.06602778,1.879379409,14.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.2762634159,125.7695393,0.2806200367,0
2018p709871,,2018-09-20T15:39:24.702Z,2018-09-20T15:41:41.605Z,175.6346579,-40.27733754,2.459318495,30.78125,M,,NonLinLoc,,automatic,nz3drx,55,55,33,0.1520124449,38.34712755,0.6841955011,0
2018p709869,,2018-09-20T15:38:20.772Z,2018-09-20T15:40:03.049Z,174.2208308,-41.63629818,1.82533007,24.21875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.1145763913,98.1862659,0.4019217116,0
2018p709831,,2018-09-20T15:18:25.408Z,2018-09-20T15:20:43.609Z,176.7085224,-39.31044933,2.542664658,30.078125,M,,NonLinLoc,,automatic,nz3drx,57,57,34,0.1344961961,61.8556617,0.5432582249,0
2018p709775,,2018-09-20T14:48:37.149Z,2018-09-20T14:55:34.572Z,176.2526351,-38.3572984,2.522516508,137.1875,M,,NonLinLoc,,automatic,nz3drx,78,78,40,0.04619657781,53.72193422,1.556671358,0
2018p709753,,2018-09-20T14:36:45.462Z,2018-09-20T14:39:09.505Z,176.2804984,-39.92249861,1.719410769,13.671875,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.1849818667,66.17839164,0.7746936731,0
2018p709734,,2018-09-20T14:26:36.062Z,2018-09-20T14:28:32.679Z,176.2390832,-40.40963247,1.860923104,19.765625,M,,NonLinLoc,,automatic,nz3drx,29,29,15,0.1206650808,74.71878158,0.6770854478,0
2018p709655,earthquake,2018-09-20T13:44:33.859Z,2018-09-20T21:32:27.690Z,-179.1796875,-35.2734375,4.057215281,91.27604167,M,,NonLinLoc,,automatic,iaspei91,66,66,45,3.055994109,309.0927851,0.6326415873,0
2018p709639,,2018-09-20T13:35:42.507Z,2018-09-20T13:37:07.772Z,176.7113651,-39.77799436,1.553197174,30.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.126995031,59.71342099,0.3354977682,0
2018p709534,earthquake,2018-09-20T12:40:03.771Z,2018-09-21T00:55:16.951Z,172.7685242,-43.55910492,2.611378891,5.864287853,M,,LOCSAT,confirmed,manual,iasp91,23,19,13,0.02610543929,101.3497257,0.3154441683,0
2018p709510,,2018-09-20T12:27:15.107Z,2018-09-20T12:29:40.421Z,174.1334134,-41.70463419,1.826385357,15.078125,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.07524542445,75.05734405,0.5466821693,0
2018p709503,,2018-09-20T12:23:33.488Z,2018-09-20T12:26:29.552Z,173.7669696,-42.05346487,2.53720224,28.90625,M,,NonLinLoc,,automatic,nz3drx,38,38,17,0.347207834,130.8443954,0.7967246119,0
2018p709283,earthquake,2018-09-20T10:26:47.618Z,2018-09-20T19:22:22.329Z,175.7322221,-39.01921357,0.3938140546,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,17,9,4,0.05071005871,176.4893043,0.1781400164,0
2018p709276,,2018-09-20T10:22:30.313Z,2018-09-20T10:24:03.793Z,176.0047516,-40.49430602,1.243785154,26.328125,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.06800312291,114.717942,0.4076569953,0
2018p709258,,2018-09-20T10:12:43.094Z,2018-09-20T10:15:17.626Z,174.4347236,-41.73599915,2.373819419,34.53125,M,,NonLinLoc,,automatic,nz3drx,25,25,12,0.1655372144,132.3299275,0.4127657978,0
2018p709240,,2018-09-20T10:03:31.035Z,2018-09-20T10:05:52.036Z,173.7985983,-42.36808698,2.237983172,21.40625,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.1979491878,184.2268706,0.7197448025,0
2018p709189,,2018-09-20T09:36:21.801Z,2018-09-20T09:37:45.187Z,176.4651333,-40.04556203,1.816130521,25.15625,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.02861103679,93.68079226,0.3546893666,0
2018p709114,earthquake,2018-09-20T08:56:28.836Z,2018-09-20T09:07:11.500Z,174.4601135,-40.75191498,3.775438048,35.00602341,M,,LOCSAT,confirmed,manual,iasp91,46,40,108,0.3582359552,76.24087524,0.5045115634,0
2018p709075,,2018-09-20T08:35:22.292Z,2018-09-20T08:38:21.917Z,167.7963791,-45.09644417,2.842820986,52.8125,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.3648012877,155.5239759,0.7127682722,0
2018p709004,,2018-09-20T07:57:29.658Z,2018-09-20T08:00:26.655Z,174.1440309,-40.74981006,2.537026689,50.46875,M,,NonLinLoc,,automatic,nz3drx,36,36,18,0.1777573895,90.39857306,0.7601772392,0
2018p708975,,2018-09-20T07:42:26.623Z,2018-09-20T07:44:05.406Z,178.2841769,-37.7303219,2.409609705,36.875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.3453316013,276.7981237,1.256005947,0
2018p708924,,2018-09-20T07:15:14.632Z,2018-09-20T07:17:38.539Z,178.1073456,-37.88140133,2.480852262,37.8125,M,,NonLinLoc,,automatic,nz3drx,24,24,14,0.2198095865,214.1334055,1.178305033,0
2018p708892,,2018-09-20T06:58:02.857Z,2018-09-20T07:00:42.236Z,177.837014,-37.64646967,2.332204108,32.1875,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.1198011883,273.7736006,1.167264016,0
2018p708869,,2018-09-20T06:45:36.834Z,2018-09-20T06:47:44.513Z,174.0906292,-40.37282664,2.097939448,64.0625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.4507754838,109.1043542,0.4984221411,0
2018p708859,,2018-09-20T06:40:22.458Z,2018-09-20T06:41:35.986Z,176.3743812,-40.84285725,1.776850824,18.59375,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.1487390118,221.2753978,0.3236297523,0
2018p708711,,2018-09-20T05:21:17.617Z,2018-09-20T05:24:07.548Z,174.1341621,-41.6996511,2.461917539,14.140625,M,,NonLinLoc,,automatic,nz3drx,36,36,18,0.07792105145,81.15235524,0.9372562085,0
2018p708678,,2018-09-20T05:03:51.299Z,2018-09-20T05:06:01.407Z,174.5306789,-40.55782117,1.999210718,40.15625,M,,NonLinLoc,,automatic,nz3drx,17,17,9,0.4148494421,83.39196463,0.6938134868,0
2018p708555,,2018-09-20T03:58:16.806Z,2018-09-20T07:31:42.459Z,175.0761844,-38.89473546,2.852583504,217.8125,M,,NonLinLoc,,automatic,nz3drx,65,65,35,0.41370066,111.1152414,1.967286386,0
2018p708538,,2018-09-20T03:49:06.948Z,2018-09-20T03:51:30.887Z,171.8798858,-41.64424806,2.493518383,5.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1163941813,172.5481584,1.327548033,0
2018p708444,,2018-09-20T02:59:31.186Z,2018-09-20T03:01:41.962Z,173.6977798,-42.29507237,2.613655353,25.15625,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.169076445,140.0526694,1.154302846,0
2018p708418,earthquake,2018-09-20T02:45:23.237Z,2018-09-20T04:14:27.416Z,175.5401881,-39.30785184,0.6185491422,10.7421875,M,,NonLinLoc,confirmed,manual,nz3drx,17,10,5,0.04608320632,163.9645153,0.3874059742,0
2018p708335,,2018-09-20T02:00:59.812Z,2018-09-20T02:03:31.135Z,176.0505901,-38.47443469,2.5599594,141.875,M,,NonLinLoc,,automatic,nz3drx,27,27,13,0.7114509898,91.49196053,1.328785121,0
2018p708256,earthquake,2018-09-20T01:19:10.195Z,2018-09-20T01:48:41.297Z,175.6120546,-39.32921154,0.8373464879,13.5546875,M,,NonLinLoc,confirmed,manual,nz3drx,28,17,9,0.01086666879,116.1953928,0.2888765591,0
2018p708153,,2018-09-20T00:23:59.874Z,2018-09-20T00:26:31.431Z,176.226122,-38.3831524,2.269601855,139.0625,M,,NonLinLoc,,automatic,nz3drx,28,28,12,0.4696358889,147.7024588,1.536061773,0
2018p708129,earthquake,2018-09-20T00:11:14.859Z,2018-09-20T21:25:37.089Z,174.3418427,-39.41912079,2.802602124,228.4747467,M,,LOCSAT,confirmed,manual,iasp91,44,36,54,0.2827949226,111.7461967,0.4819731016,0
2018p707983,earthquake,2018-09-19T22:54:04.309Z,2018-09-19T23:42:24.802Z,175.6062166,-39.32820039,1.502239251,14.9609375,M,,NonLinLoc,confirmed,manual,nz3drx,29,17,11,0.006388426858,80.32111141,0.2432393048,0
